"*736.00.0000*","","","2/11/2005","11-Feb-2005","11:00:00","","3339","23","3339 days","2","3/4/2005","9","736.00.0000","736","736","","","","","","","","BEAR PAW LAKE/BOOT LAKE","BP/BT","48","47","98 %","","","","","","","","","NOT PRESENT","0","BEAR PAW LAKE X BOOT LAKE","BP X BT","error","","","","error","F1; Bt xBp staining","100 %","100 %","",""
"*737.00.0000*","","","2/11/2005","11-Feb-2005","11:00:00","","3339","23","3339 days","2","3/4/2005","9","737.00.0000","737","737","","","","","","","","BEAR PAW LAKE/BOOT LAKE","BP/BT","106","106","100 %","","","","","","","","","Location: Unindividualized in Fish Room Cabinet 2Section #2Not Stained40 Fish in Jar","0","BEAR PAW LAKE/BOOT LAKE ix","BP/BT ix","[stck-dead]  error","","[stck-dead]","","error","F2; Bt xBp ","100 %","100 %","",""
"*738.00.0000*","","","2/11/2005","11-Feb-2005","11:00:00","","3339","23","3339 days","2","3/4/2005","9","738.00.0000","738","738","","","","","","","","BEAR PAW LAKE/BOOT LAKE","BP/BT","34","34","100 %","","","","","","","","","Not Stained15 Fish in JarNOT PRESENT","0","BEAR PAW LAKE/BOOT LAKE ix","BP/BT ix","[stck-dead]  error","","[stck-dead]","","error","F2; Bt xBp ","100 %","100 %","",""
"*739.00.0000*","","","2/11/2005","11-Feb-2005","11:00:00","","3339","23","3339 days","2","3/4/2005","9","739.00.0000","739","739","","","","","","","","BOOT LAKE","BT","78","78","100 %","","","","","","","","","NOT PRESENT","0","BOOT LAKE ix","BT ix","error","","","","error","stock - Boot","100 %","100 %","",""
"*740.00.0000*","","","2/11/2005","11-Feb-2005","11:00:00","","3339","23","3339 days","2","3/4/2005","9","740.00.0000","740","740","","","","","","","","BOOT LAKE","BT","76","76","100 %","","","","","","","","","Location: Fish Room Cabinet 1 Box #31","0","BOOT LAKE ix","BT ix","[indv-dead]","","","","[indv-dead]","stock - Boot","100 %","100 %","",""
"*741.00.0000*","","","2/14/2005","14-Feb-2005","11:00","","3336","20","3336 days","2","3/7/2005","9","741.00.0000","741","741","","","","","","","","BOOT LAKE","BT","75","","0 %","","","","","","","","","Location: Fish Room Cabinet 1 Box #31This cross was made from embryos brought back from Alaska 7/04 and were not assigned a stock number. combined with 744","","BOOT LAKE ix","BT ix","[grps-dead] [indv-dead]","","","[grps-dead]","[indv-dead]","stock - Boot","","","",""
"*742.00.0000*","","","2/14/2005","14-Feb-2005","11:00:00","","3336","20","3336 days","2","3/7/2005","9","742.00.0000","742","742","","","","","","","","BOOT LAKE","BT","67","67","100 %","","","","","","","","","Location: Fish Room Cabinet 1 Box #31","0","BOOT LAKE ix","BT ix","[indv-dead]","","","","[indv-dead]","stock - boot","100 %","100 %","",""
"*743.00.0000*","","","2/14/2005","14-Feb-2005","11:00:00","","3336","20","3336 days","2","3/7/2005","9","743.00.0000","743","743","","","","","","","","BOOT LAKE","BT","38","38","100 %","","","","","","","","","Location: Fish Room Cabinet 1 Box #31","0","BOOT LAKE ix","BT ix","[indv-dead]","","","","[indv-dead]","stock - boot","100 %","100 %","",""
"*744.00.0000*","","","2/14/2005","14-Feb-2005","11:00:00","","3336","20","3336 days","2","3/7/2005","9","744.00.0000","744","744","","","","","","","","BOOT LAKE","BT","63","63","100 %","","","","","","","","","NOT PRESENT","0","BOOT LAKE ix","BT ix","error","","","","error","stock - boot","100 %","100 %","",""
"*745.00.0000*","","","2/14/2005","14-Feb-2005","11:00:00","","3336","20","3336 days","2","3/7/2005","9","745.00.0000","745","745","","","","","","","","BOOT LAKE","BT","36","36","100 %","","","","","","","","","NOT PRESENT","0","BOOT LAKE ix","BT ix","error","","","","error","stock - boot","100 %","100 %","",""
"*746.00.0000*","","","2/14/2005","14-Feb-2005","11:00:00","","3336","20","3336 days","2","3/7/2005","9","746.00.0000","746","746","","","","","","","","BEAR PAW LAKE/BOOT LAKE","BP/BT","60","60","100 %","","","","","","","","","NOT PRESENT","0","BEAR PAW LAKE X BOOT LAKE","BP X BT","error","","","","error","F1 bt x bp; staining","100 %","100 %","",""
"*747.00.0000*","","","2/14/2005","14-Feb-2005","11:00:00","","3336","20","3336 days","2","3/7/2005","9","747.00.0000","747","747","","","","","","","","BEAR PAW LAKE/BOOT LAKE","BP/BT","50","50","100 %","","","","","","","","","NOT PRESENT","0","BEAR PAW LAKE X BOOT LAKE","BP X BT","error","","","","error","F1 bt x bp; staining","100 %","100 %","",""
"*748.00.0000*","","","2/14/2005","14-Feb-2005","11:00:00","","3336","20","3336 days","2","3/7/2005","9","748.00.0000","748","748","","","","","","","","BEAR PAW LAKE/BOOT LAKE","BP/BT","68","68","100 %","","","","","","","","","NOT PRESENT","0","BEAR PAW LAKE X BOOT LAKE","BP X BT","error","","","","error","F1 bt x bp; staining","100 %","100 %","",""
"*749.00.0000*","","","2/14/2005","14-Feb-2005","11:00:00","","3336","20","3336 days","2","3/7/2005","9","749.00.0000","749","749","","","","","","","","BOOT LAKE","BT","131","131","100 %","","","","","","","","","Location: Fish Room Cabinet 1 Box #31","1","BOOT LAKE ix","BT ix","[indv-dead]","","","","[indv-dead]","inbreeding - boot","100 %","100 %","",""
"*750.00.0000*","","","2/16/2005","16-Feb-2005","10:30:00","","3334","18","3334 days","2","3/9/2005","9","750.00.0000","750","750","","","","","","","","BEAR PAW LAKE","BP","54","54","100 %","","","","","","","","","NOT PRESENT","0","BEAR PAW LAKE ix","BP ix","error","","","","error","stock - bear paw","100 %","100 %","",""
"*751.00.0000*","","","2/16/2005","16-Feb-2005","10:30:00","","3334","18","3334 days","2","3/9/2005","9","751.00.0000","751","751","","","","","","","","BEAR PAW LAKE","BP","37","37","100 %","","","","","","","","","Location: Fish Room Cabinet 1 Box #31","0","BEAR PAW LAKE ix","BP ix","[indv-dead]","","","","[indv-dead]","stock - bear paw","100 %","100 %","",""
"*752.00.0000*","","","2/17/2005","17-Feb-2005","14:45:00","","3333","17","3333 days","2","3/10/2005","9","752.00.0000","752","752","","","","","","","","RABBIT SLOUGH","RS","127","127","100 %","","","","","","","","","NOT PRESENT","0","RABBIT SLOUGH ix","RS ix","error","","","","error","staining - Rabbit Slough","100 %","100 %","",""
"*753.00.0000*","","","2/17/2005","17-Feb-2005","14:45:00","","3333","17","3333 days","2","3/10/2005","9","753.00.0000","753","753","","","","","","","","RABBIT SLOUGH","RS","92","92","100 %","","","","","","","","","NOT PRESENT","0","RABBIT SLOUGH ix","RS ix","error","","","","error","staining - Rabbit Slough","100 %","100 %","",""
"*754.00.0000*","","","2/18/2005","18-Feb-2005","10:00:00","","3332","16","3332 days","2","3/11/2005","9","754.00.0000","754","754","","","","","","","","BEAR PAW LAKE/BOOT LAKE","BP/BT","42","40","95 %","","","","","","","","","Location: Fish Room Cabinet 1 Box #31","0","BEAR PAW LAKE X BOOT LAKE","BP X BT","[indv-dead]","","","","[indv-dead]","F1; boot x bear paw","100 %","100 %","",""
"*755.00.0000*","","","2/18/2005","18-Feb-2005","10:00:00","","3332","16","3332 days","2","3/11/2005","9","755.00.0000","755","755","","","","","","","","BEAR PAW LAKE/BOOT LAKE","BP/BT","75","75","100 %","","","","","","","","","Not Stained50 Fish in JarLocation: Unindividualized in Fish Room Cabinet 2Section #2","0","BEAR PAW LAKE/BOOT LAKE ix","BP/BT ix","[stck-dead]  error","","[stck-dead]","","error","F2; bear paw x boot","100 %","100 %","",""
"*756.00.0000*","","","2/18/2005","18-Feb-2005","10:00:00","","3332","16","3332 days","2","3/11/2005","9","756.00.0000","756","756","","","","","","","","BEAR PAW LAKE/BOOT LAKE","BP/BT","91","91","100 %","","","","","","","","","Location: Unindividualized in Fish Room Cabinet 2Section #1Not Stained50 Fish in Jar","0","BEAR PAW LAKE/BOOT LAKE ix","BP/BT ix","[stck-dead]  error","","[stck-dead]","","error","F2; bear paw x boot","100 %","100 %","",""
"*757.00.0000*","","","2/18/2005","18-Feb-2005","10:00:00","","3332","16","3332 days","2","3/11/2005","9","757.00.0000","757","757","","","","","","","","RABBIT SLOUGH","RS","200","200","100 %","","","","","","","","","NOT PRESENT","0","RABBIT SLOUGH ix","RS ix","error","","","","error","fixing - rabbit slough","100 %","100 %","",""
"*758.00.0000*","","","2/23/2005","23-Feb-2005","9:15:00","","3327","11","3327 days","2","3/16/2005","9","758.00.0000","758","758","","","","","","","","BOOT LAKE","BT","79","79","100 %","","","","","","","","","Location: Fish Room Cabinet 1 Box #32","0","BOOT LAKE ix","BT ix","[indv-dead]","","","","[indv-dead]","stock - boot","100 %","100 %","",""
"*759.00.0000*","","","2/23/2005","23-Feb-2005","9:15:00","","3327","11","3327 days","2","3/16/2005","9","759.00.0000","759","759","","","","","","","","BOOT LAKE","BT","67","67","100 %","","","","","","","","","Location: Fish Room Cabinet 1 Box #32759, 762 combined","0","BOOT LAKE ix","BT ix","[indv-dead]","","","","[indv-dead]","stock - boot","100 %","100 %","",""
"*760.00.0000*","","","2/23/2005","23-Feb-2005","9:15:00","","3327","11","3327 days","2","3/16/2005","9","760.00.0000","760","760","","","","","","","","BEAR PAW LAKE","BP","64","60","94 %","","","","","","","","","NOT PRESENT","0","BEAR PAW LAKE ix","BP ix","error","","","","error","stock - bear paw","100 %","100 %","",""
"*761.00.0000*","","","2/23/2005","23-Feb-2005","9:15:00","","3327","11","3327 days","2","3/16/2005","9","761.00.0000","761","761","","","","","","","","BEAR PAW LAKE","BP","32","32","100 %","","","","","","","","","NOT PRESENT","0","BEAR PAW LAKE ix","BP ix","error","","","","error","stock - bear paw","100 %","100 %","",""
"*762.00.0000*","","","","wild-caught","","","","","wild-caught","","","","762.00.0000","762","762","","","","","","","Capture Details","BOOT LAKE","BT","75","","0 %","","","","","","","","","759, 762 combinedNOT PRESENT","0","BOOT LAKE ix","BT ix","error","","","","error","stock - boot","","","",""
"*763.00.0000*","","","3/8/2005","8-Mar-2005","10:30:00","","3314","26","3314 days","1","3/29/2005","9","763.00.0000","763","763","","","","","","","","BOOT LAKE","BT","72","70","97 %","","","","","","","","","NOT PRESENT","0","BOOT LAKE ix","BT ix","error","","","","error","stock - boot","100 %","100 %","",""
"*764.00.0000*","","","3/8/2005","8-Mar-2005","10:30:00","","3314","26","3314 days","1","3/29/2005","9","764.00.0000","764","764","","","","","","","","BOOT LAKE","BT","94","94","100 %","","","","","","","","","Location: Fish Room Cabinet 1 Box #32","0","BOOT LAKE ix","BT ix","[indv-dead]","","","","[indv-dead]","stock - boot","100 %","100 %","",""
"*765.00.0000*","","","3/8/2005","8-Mar-2005","10:30:00","","3314","26","3314 days","1","3/29/2005","9","765.00.0000","765","765","","","","","","","","BEAR PAW LAKE","BP","60","60","100 %","","","","","","","","","NOT PRESENT","0","BEAR PAW LAKE ix","BP ix","error","","","","error","stock - bear paw","100 %","100 %","",""
"*766.00.0000*","","","3/8/2005","8-Mar-2005","10:30:00","","3314","26","3314 days","1","3/29/2005","9","766.00.0000","766","766","","","","","","","","MUD LAKE THREESPINE","MUGA","56","56","100 %","","","","","","","","","","0","MUD LAKE THREESPINE ix","MUGA ix","error","","","","error","staining - mud","100 %","100 %","",""
"*767.00.0000*","","","3/16/2005","16-Mar-2005","9:30:00","","3306","18","3306 days","1","4/6/2005","9","767.00.0000","767","767","","","","","","","","SILTCOOS","SLT","40","40","100 %","","","","","","","","","NOT PRESENT","0","SILTCOOS ix","SLT ix","error","","","","error","staining - Siltcoos","100 %","100 %","",""
"*768.00.0000*","","","3/16/2005","16-Mar-2005","9:30:00","","3306","18","3306 days","1","4/6/2005","9","768.00.0000","768","768","","","","","","","","BEAR PAW LAKE","BP","64","64","100 %","","","","","","","","","NOT PRESENT","0","BEAR PAW LAKE ix","BP ix","error","","","","error","stock - Bear Paw","100 %","100 %","",""
"*769.00.0000*","","","3/17/2005","17-Mar-2005","9:15:00","","3305","17","3305 days","1","4/7/2005","9","769.00.0000","769","769","","","","","","","","BOOT LAKE","BT","50","50","100 %","","","","","","","","","NOT PRESENT","0","BOOT LAKE ix","BT ix","error","","","","error","stock - boot","100 %","100 %","",""
"*770.00.0000*","","","3/18/2005","18-Mar-2005","10:15:00","","3304","16","3304 days","1","4/8/2005","9","770.00.0000","770","770","","","","","","","","BOOT LAKE","BT","81","81","100 %","","","","","","","","","NOT PRESENTNot Stained20 Fish in Jar","0","BOOT LAKE ix","BT ix","[stck-dead]  error","","[stck-dead]","","error","stock - boot","100 %","100 %","",""
"*771.00.0000*","","","3/21/2005","21-Mar-2005","11:30:00","","3301","13","3301 days","1","4/11/2005","9","771.00.0000","771","771","","","","","","","","BEAR PAW LAKE","BP","45","45","100 %","","","","","","","","","NOT PRESENT","0","BEAR PAW LAKE ix","BP ix","error","","","","error","stock - bear paw","100 %","100 %","",""
"*772.00.0000*","","","3/21/2005","21-Mar-2005","11:30:00","","3301","13","3301 days","1","4/11/2005","9","772.00.0000","772","772","","","","","","","","BEAR PAW LAKE","BP","35","28","80 %","","","","","","","","","NOT PRESENT","1","BEAR PAW LAKE ix","BP ix","error","","","","error","inbreeding - bear paw","100 %","100 %","",""
"*773.00.0000*","","","3/21/2005","21-Mar-2005","11:30:00","","3301","13","3301 days","1","4/11/2005","9","773.00.0000","773","773","","","","","","","","MUD LAKE THREESPINE","MUGA","65","65","100 %","","","","","","","","","NOT PRESENT","0","MUD LAKE THREESPINE ix","MUGA ix","error","","","","error","stock - mud","100 %","100 %","",""
"*774.00.0000*","","","3/23/2005","23-Mar-2005","11:00:00","","3299","11","3299 days","1","4/13/2005","9","774.00.0000","774","774","","","","","","","","MUD LAKE THREESPINE","MUGA","50","50","100 %","","","","","","","","","NOT PRESENT","0","MUD LAKE THREESPINE ix","MUGA ix","error","","","","error","stock - mud","100 %","100 %","",""
"*775.00.0000*","","","3/30/2005","30-Mar-2005","10:00:00","","3292","4","3292 days","1","4/20/2005","9","775.00.0000","775","775","","","","","","","","MUD LAKE THREESPINE","MUGA","46","46","100 %","","","","","","","","","Location: Fish Room Cabinet 1 Box #32combined; 775, 794,801,802,and 804","0","MUD LAKE THREESPINE ix","MUGA ix","[indv-dead]","","","","[indv-dead]","stock - mud","100 %","100 %","",""
"*776.00.0000*","","","4/4/2005","4-Apr-2005","10:00:00","","3287","0","3287 days","0","4/25/2005","9","776.00.0000","776","776","","","","","","","","SILTCOOS","SLT","54","52","96 %","","","","","","","","","NOT PRESENT","0","SILTCOOS ix","SLT ix","error","","","","error","staining - siltcoos","100 %","100 %","",""
"*777.00.0000*","","","4/4/2005","4-Apr-2005","10:00:00","","3287","0","3287 days","0","4/25/2005","9","777.00.0000","777","777","","","","","","","","SILTCOOS","SLT","60","53","88 %","","","","","","","","","NOT PRESENT","0","SILTCOOS ix","SLT ix","error","","","","error","staining - siltcoos","100 %","100 %","",""
"*778.00.0000*","","","4/4/2005","4-Apr-2005","10:15:00","","3287","0","3287 days","0","4/25/2005","9","778.00.0000","778","778","","","","","","","","RABBIT SLOUGH","RS","62","62","100 %","","","","","","","","","NOT PRESENT","0","RABBIT SLOUGH ix","RS ix","error","","","","error","fixing - rabbit slough","100 %","100 %","",""
"*779.00.0000*","","","4/4/2005","4-Apr-2005","10:15:00","","3287","0","3287 days","0","4/25/2005","9","779.00.0000","779","779","","","","","","","","BEAR PAW LAKE/RABBIT SLOUGH","BP/RS","36","36","100 %","","","","","","","","","NOT PRESENT","0","BEAR PAW LAKE X RABBIT SLOUGH","BP X RS","error","","","","error","fixing - rs x bp","100 %","100 %","",""
"*780.00.0000*","","","4/4/2005","4-Apr-2005","10:15:00","","3287","0","3287 days","0","4/25/2005","9","780.00.0000","780","780","","","","","","","","BEAR PAW LAKE/RABBIT SLOUGH","BP/RS","58","58","100 %","","","","","","","","","NOT PRESENT","0","BEAR PAW LAKE X RABBIT SLOUGH","BP X RS","error","","","","error","fixing - rs x bp","100 %","100 %","",""
"*781.00.0000*","","","4/6/2005","6-Apr-2005","9:30:00","","3285","28","3285 days","0","4/27/2005","9","781.00.0000","781","781","","","","","","","","BEAR PAW LAKE/RABBIT SLOUGH","BP/RS","42","42","100 %","","","","","","","","","NOT PRESENT","0","BEAR PAW LAKE X RABBIT SLOUGH","BP X RS","error","","","","error","fixing - bp x rs","100 %","100 %","",""
"*782.00.0000*","","","4/6/2005","6-Apr-2005","9:30:00","","3285","28","3285 days","0","4/27/2005","9","782.00.0000","782","782","","","","","","","","RABBIT SLOUGH","RS","46","46","100 %","","","","","","","","","NOT PRESENT","0","RABBIT SLOUGH ix","RS ix","error","","","","error","fixing - rabbit slough","100 %","100 %","",""
"*783.00.0000*","","","4/6/2005","6-Apr-2005","9:30:00","","3285","28","3285 days","0","4/27/2005","9","783.00.0000","783","783","","","","","","","","BOOT LAKE/RABBIT SLOUGH","BT/RS","54","54","100 %","","","","","","","","","NOT PRESENT","0","BOOT LAKE X RABBIT SLOUGH","BT X RS","error","","","","error","fixing - rs x bt","100 %","100 %","",""
"*784.00.0000*","","","4/6/2005","6-Apr-2005","13:30:00","","3285","28","3285 days","0","4/27/2005","9","784.00.0000","784","784","","","","","","","","RABBIT SLOUGH/SILTCOOS","RS/SLT","78","78","100 %","","","","","","","","","NOT PRESENT","0","RABBIT SLOUGH X SILTCOOS","RS X SLT","error","","","","error","fixing - slt x rs","100 %","100 %","",""
"*785.00.0000*","","","4/6/2005","6-Apr-2005","13:30:00","","3285","28","3285 days","0","4/27/2005","9","785.00.0000","785","785","","","","","","","","RABBIT SLOUGH","RS","48","48","100 %","","","","","","","","","NOT PRESENT","0","RABBIT SLOUGH ix","RS ix","error","","","","error","fixing - rabbit slough","100 %","100 %","",""
"*786.00.0000*","","","4/11/2005","11-Apr-2005","11:00:00","","3280","23","3280 days","0","5/2/2005","9","786.00.0000","786","786","","","","","","","","BEAR PAW LAKE/SILTCOOS","BP/SLT","45","45","100 %","","","","","","","","","NOT PRESENT","0","BEAR PAW LAKE X SILTCOOS","BP X SLT","error","","","","error","fixing - 72 hours","100 %","100 %","",""
"*787.00.0000*","","","4/11/2005","11-Apr-2005","11:00:00","","3280","23","3280 days","0","5/2/2005","9","787.00.0000","787","787","","","","","","","","SILTCOOS","SLT","28","28","100 %","","","","","","","","","","0","SILTCOOS ix","SLT ix","error","","","","error","staining - siltcoos","100 %","100 %","",""
